1;2;3;4;5;6;7;8;9;10;11;12;13;14
6 994;Бета;57001387;М;01.03.1992;;;12.04.2017;1.72;1.72;1.72;22833.00;38026.00;Специалисты и служащие
6 995;Бета;57001388;М;30.03.1988;;;24.04.2017;1.69;1.69;1.69;14075.00;17478.00;Рабочие
6 996;Бета;57001389;М;06.01.1980;;;26.04.2017;1.69;1.69;1.69;14201.00;22922.00;Специалисты и служащие
6 997;Бета;57001390;М;20.06.1994;;;22.05.2017;1.61;1.61;1.61;16146.00;18147.00;Специалисты и служащие
6 998;Бета;57001391;М;23.06.1971;;;02.06.2017;1.58;1.58;1.58;23386.00;26814.00;Руководители
6 999;Бета;57001393;М;10.09.1986;;;13.06.2017;1.55;1.55;1.55;16196.00;26256.00;Специалисты и служащие
7 000;Бета;57001394;М;02.02.1995;;;19.06.2017;1.54;1.54;1.54;16146.00;20891.00;Специалисты и служащие
7 001;Бета;57001395;М;04.06.1987;;;29.06.2017;1.51;1.51;1.51;16111.00;19966.00;Рабочие
7 002;Бета;57001396;М;16.05.1996;;;25.07.2017;1.44;1.44;1.44;12319.00;15795.00;Рабочие
7 003;Бета;57001397;М;19.02.1992;;;26.07.2017;1.43;1.43;1.43;18213.00;17070.00;Специалисты и служащие
7 004;Бета;57001398;М;03.10.1987;;;03.08.2017;1.41;1.41;1.41;14075.00;19632.00;Рабочие
7 005;Бета;57001399;М;23.10.1986;;;24.08.2017;1.36;1.36;1.36;12319.00;13988.00;Рабочие
7 006;Бета;57001400;М;24.02.1984;;;11.09.2017;1.31;1.31;1.31;14075.00;19126.00;Рабочие
7 007;Бета;57001401;Ж;03.04.1990;;;13.10.2017;1.22;1.22;1.22;18899.00;17982.00;Специалисты и служащие
7 008;Бета;57001402;М;30.11.1993;;;16.10.2017;1.21;1.21;1.21;14075.00;10345.00;Рабочие
7 009;Бета;57001403;М;27.04.1983;;;23.10.2017;1.19;1.19;1.19;14075.00;8824.00;Рабочие
7 010;Бета;57001404;М;30.03.1990;;;01.11.2017;1.17;2.26;2.26;14156.00;13465.00;Специалисты и служащие
7 011;Бета;57001405;М;31.10.1995;;;03.11.2017;1.21;1.21;1.21;14075.00;12105.00;Рабочие
7 012;Бета;57001407;М;01.01.1983;;;14.11.2017;1.13;7.86;7.86;23106.00;16335.00;Специалисты и служащие
7 013;Бета;57001408;М;02.11.1994;;;09.01.2018;0.98;0.98;0.98;14075.00;25208.00;Рабочие
7 014;Бета;57001409;М;22.05.1985;;;15.01.2018;0.96;0.96;0.96;16111.00;26626.00;Рабочие
7 015;Бета;57001410;М;31.05.1976;;;17.01.2018;0.96;4.24;4.24;16111.00;23571.00;Рабочие
7 016;Бета;57001412;М;15.06.1996;срочник;;30.01.2018;0.92;0.92;0.92;14075.00;20712.00;Рабочие
7 017;Бета;57001413;М;29.05.1981;;;09.02.2018;10.57;10.57;10.57;16832.00;28301.00;Специалисты и служащие
7 018;Бета;57001414;М;07.02.1985;;;16.02.2018;0.88;0.88;0.88;12319.00;18934.00;Рабочие
7 019;Бета;57001415;М;05.01.1986;;;19.02.2018;0.87;0.87;0.87;14075.00;23182.00;Рабочие
7 020;Бета;57001416;М;26.04.1989;;;19.02.2018;0.87;0.87;0.87;14075.00;18274.00;Рабочие
7 021;Бета;57001417;М;16.07.1996;;;01.03.2018;0.83;0.83;0.83;12319.00;21203.00;Рабочие
7 022;Бета;57001420;М;07.12.1988;;;05.04.2018;0.74;0.74;0.74;12319.00;19570.00;Рабочие
7 023;Бета;57001421;М;15.07.1995;;;05.04.2018;0.74;0.74;0.74;14075.00;22966.00;Рабочие
7 024;Бета;57001422;М;27.05.1972;;;05.04.2018;0.74;3.73;3.73;14075.00;23804.00;Рабочие
7 025;Бета;57001423;М;12.05.1987;;;23.04.2018;0.69;0.69;0.69;12319.00;19597.00;Рабочие
7 026;Бета;57001424;М;30.09.1976;;;24.04.2018;0.69;21.44;21.44;16146.00;26618.00;Специалисты и служащие
7 027;Бета;57001426;М;08.11.1973;;;25.04.2018;0.69;0.69;0.69;14075.00;21424.00;Рабочие
7 028;Бета;57001427;Ж;02.02.1981;;;10.05.2018;0.64;0.64;0.64;18213.00;28960.00;Специалисты и служащие
7 029;Бета;57001428;Ж;05.07.1983;;;15.05.2018;0.63;0.63;0.63;18213.00;29229.00;Специалисты и служащие
7 030;Бета;57001429;Ж;29.06.1985;;;19.06.2018;0.54;0.54;0.54;18213.00;27785.00;Специалисты и служащие
7 031;Бета;57001431;М;12.05.1994;;;21.06.2018;0.53;0.53;0.53;14075.00;25539.00;Рабочие
7 032;Бета;57001432;Ж;23.07.1981;;;26.06.2018;0.52;0.52;0.52;18213.00;28042.00;Специалисты и служащие
7 033;Бета;57001433;М;29.07.1998;;;03.07.2018;0.5;0.5;0.5;12600.00;20240.00;Специалисты и служащие
7 034;Бета;57001434;М;16.11.1962;;;03.07.2018;0.5;0.5;0.5;10807.00;18470.00;Рабочие
7 035;Бета;57001435;М;04.05.1996;;;09.07.2018;0.48;0.77;0.77;12319.00;20606.00;Рабочие
7 036;Бета;57001437;М;27.01.1988;;;10.07.2018;0.48;0.48;0.48;14075.00;22943.00;Рабочие
7 037;Бета;57001438;М;18.08.1986;;;25.07.2018;0.44;3.98;3.98;12319.00;17164.00;Рабочие
7 038;Бета;57001439;М;27.12.1997;;;25.07.2018;0.44;0.44;0.44;14075.00;18203.00;Рабочие
7 039;Бета;57001440;М;25.11.1979;;;01.08.2018;0.42;0.42;0.42;21091.00;35763.00;Специалисты и служащие
7 040;Бета;57001441;М;22.12.1995;;;06.08.2018;0.41;0.41;0.41;12319.00;18880.00;Рабочие
7 041;Бета;57001442;М;27.10.1976;;;22.08.2018;0.36;21.94;21.94;14075.00;20768.00;Рабочие
7 042;Бета;57001443;М;03.12.1988;;;28.08.2018;2.23;2.23;2.23;25471.00;32946.00;Специалисты и служащие
7 043;Бета;57001444;М;03.06.1992;;;30.08.2018;0.34;0.34;0.34;15750.00;18849.00;Специалисты и служащие
7 044;Бета;57001445;М;05.03.1998;;;03.09.2018;0.33;0.33;0.33;10807.00;14950.00;Рабочие
7 045;Бета;57001446;М;27.05.1997;;;10.09.2018;0.31;0.31;0.31;16111.00;19088.00;Рабочие
7 046;Бета;57001447;М;01.08.1996;;;13.09.2018;0.3;0.3;0.3;14075.00;14238.00;Рабочие
7 047;Бета;57001448;М;29.03.1978;;;04.10.2018;0.24;0.24;0.24;14075.00;16217.00;Рабочие
7 048;Бета;57001449;М;16.12.1963;;;10.10.2018;0.23;16.71;16.71;14156.00;15079.00;Специалисты и служащие
7 049;Бета;57001450;М;24.08.1966;;;15.10.2018;0.21;0.21;0.21;14075.00;11015.00;Рабочие
7 050;Бета;57001451;М;11.01.1986;;;25.10.2018;0.19;0.19;0.19;18425.00;11215.00;Специалисты и служащие
7 051;Бета;57001452;М;28.05.1981;;;25.10.2018;0.19;3.19;3.19;14075.00;8567.00;Рабочие
7 052;Бета;57001453;М;10.09.1983;;;02.11.2018;0.17;10.85;10.85;14075.00;13405.00;Рабочие
7 053;Бета;57001454;М;03.01.1996;;;16.11.2018;0.13;0.13;0.13;14075.00;7373.00;Рабочие
7 054;Бета;57001455;М;05.03.1979;;;19.11.2018;0.12;0.12;0.12;14075.00;6702.00;Рабочие
7 055;Бета;57001456;М;01.05.1995;;;20.11.2018;0.12;0.12;0.12;12319.00;5280.00;Рабочие
7 056;Бета;57001457;Ж;16.05.1988;;;03.12.2018;0.08;0.08;0.08;17162.00;17162.00;Специалисты и служащие
7 057;Бета;57001458;М;20.05.1973;;;03.12.2018;0.08;5.41;5.41;14075.00;14075.00;Рабочие
7 058;Бета;57001459;М;31.07.1984;;;03.12.2018;0.84;4.66;4.66;25471.00;25471.00;Специалисты и служащие
7 059;Бета;57001460;М;09.08.1993;;;13.12.2018;0.05;0.05;0.05;14075.00;8713.00;Рабочие
7 060;Дельта;58000909;М;09.07.1976;;;25.09.2002;16.27;23.46;23.46;21527.00;84593.00;Специалисты и служащие
7 061;Дельта;58001310;М;22.08.1981;;;28.06.2011;7.52;7.52;7.52;21411.00;51507.00;Специалисты и служащие
7 062;Дельта;58002604;Ж;26.09.1965;;;25.08.2008;10.36;10.36;10.36;26695.00;68043.00;Специалисты и служащие
7 063;Дельта;58002906;Ж;10.06.1972;;;16.01.2006;12.96;28.54;28.54;31687.00;82937.00;Руководители
7 064;Дельта;58003305;М;27.11.1979;;;28.02.2006;12.84;12.84;12.84;26955.00;67308.00;Специалисты и служащие
7 065;Дельта;58003306;М;06.02.1979;;;01.03.2006;12.84;12.84;12.84;24393.00;74544.00;Специалисты и служащие
7 066;Дельта;58003504;М;17.10.1962;;;04.09.2007;11.33;12.94;12.94;29618.00;79672.00;Специалисты и служащие
7 067;Дельта;58003708;М;25.10.1985;;;15.08.2008;10.39;10.39;10.39;28142.00;94693.00;Специалисты и служащие
7 068;Дельта;58003710;М;17.09.1973;;;01.01.2010;9;11.17;11.17;16111.00;50218.00;Рабочие
7 069;Дельта;58003711;М;21.11.1973;;;01.01.2010;9;9;9;16111.00;50877.00;Рабочие
7 070;Дельта;58003713;Ж;06.07.1987;;;01.01.2010;9;12.47;12.47;16111.00;45363.00;Рабочие
7 071;Дельта;58003714;М;29.10.1987;;;01.01.2010;10.57;10.57;10.57;18223.00;42877.00;Специалисты и служащие
7 072;Дельта;58003717;М;31.07.1963;;;01.01.2010;13.09;34.94;34.94;14075.00;58607.00;Рабочие
7 073;Дельта;58003719;М;15.10.1965;;;01.01.2010;12.92;12.92;12.92;14075.00;57362.00;Рабочие
7 074;Дельта;58003730;М;22.02.1959;;;01.01.2010;16.28;32.44;32.44;14075.00;55190.00;Рабочие
7 075;Дельта;58003735;М;20.08.1959;;;01.01.2010;12.09;35.21;35.21;14075.00;45022.00;Рабочие
7 076;Дельта;58003739;М;24.12.1965;;;01.01.2010;9.26;9.26;9.26;16111.00;41159.00;Рабочие
7 077;Дельта;58003740;М;25.01.1964;;;01.01.2010;9;33.13;33.13;16111.00;61933.00;Рабочие
7 078;Дельта;58003742;М;05.04.1960;;;01.01.2010;9;26.11;26.11;18171.00;61971.00;Специалисты и служащие
7 079;Дельта;58003743;М;23.11.1963;;;01.01.2010;9.22;9.22;9.22;16111.00;60607.00;Рабочие
7 080;Дельта;58003744;Ж;27.05.1969;;;01.01.2010;9;9.28;9.28;16074.00;49056.00;Специалисты и служащие
7 081;Дельта;58003747;М;20.05.1965;;;01.01.2010;9;31.92;31.92;16111.00;56963.00;Рабочие
7 082;Дельта;58003750;М;21.11.1960;;;01.01.2010;9;35.68;35.68;18474.00;62219.00;Рабочие
7 083;Дельта;58003751;М;31.07.1954;;;01.01.2010;16.28;22.47;22.47;14075.00;58226.00;Рабочие
7 084;Дельта;58003753;М;17.08.1967;;;01.01.2010;9;23.59;23.59;16111.00;51667.00;Рабочие
7 085;Дельта;58003754;М;06.06.1962;;;25.01.2010;8.94;8.94;8.94;16111.00;59164.00;Рабочие
7 086;Дельта;58003905;М;13.01.1984;;;20.10.2006;12.2;12.2;12.2;23177.00;57869.00;Специалисты и служащие
7 087;Дельта;58003907;Ж;23.01.1984;;;02.05.2007;11.67;11.67;11.67;18083.00;38412.00;Специалисты и служащие
7 088;Дельта;58004005;М;01.04.1978;;;10.04.2008;10.72;10.72;10.72;22859.00;72120.00;Специалисты и служащие
7 089;Дельта;58004109;М;06.10.1979;;;03.06.2008;10.59;18.21;18.21;25760.00;89383.00;Специалисты и служащие
7 090;Дельта;58004203;М;21.08.1978;;;03.04.2006;12.76;12.76;12.76;30183.00;79603.00;Руководители
7 091;Дельта;58004205;Ж;10.07.1971;;;09.01.2007;11.98;11.98;11.98;24219.00;57545.00;Специалисты и служащие
7 092;Дельта;58004207;М;03.05.1969;;;09.01.2017;10.8;10.8;10.8;24219.00;62603.00;Специалисты и служащие
7 093;Дельта;58004301;М;18.08.1962;;;01.02.2006;12.92;12.92;12.92;23177.00;59606.00;Специалисты и служащие
7 094;Дельта;58004302;Ж;25.03.1976;;;14.02.2006;12.89;12.89;12.89;23959.00;50184.00;Специалисты и служащие
7 095;Дельта;58004308;М;05.02.1964;;;01.09.2008;11.68;11.68;11.68;16111.00;59762.00;Рабочие
7 096;Дельта;58004319;М;26.10.1981;;;01.07.2009;9.5;9.5;9.5;16111.00;48564.00;Рабочие
7 097;Дельта;58004320;М;01.01.1979;;;03.08.2009;9.42;10.92;10.92;16111.00;57654.00;Рабочие
7 098;Дельта;58005227;М;03.11.1970;;;01.10.2009;9.25;9.25;9.25;39000.00;108582.00;Руководители
7 099;Дельта;58005302;М;08.04.1977;;;01.12.2005;13.09;13.09;13.09;30720.00;70133.00;Руководители
7 100;Дельта;58005506;М;22.02.1979;;;25.11.2008;10.11;10.11;10.11;22859.00;92439.00;Специалисты и служащие
7 101;Дельта;58005803;М;20.10.1971;;;16.09.2008;16.26;20.24;20.24;29226.00;77055.00;Специалисты и служащие
7 102;Дельта;58005805;М;28.06.1959;;;19.11.2008;10.12;13.53;13.53;23959.00;80831.00;Специалисты и служащие
7 103;Дельта;58006314;М;14.01.1985;;;31.10.2006;12.18;12.18;12.18;18141.00;60613.00;Специалисты и служащие
7 104;Дельта;58006506;Ж;02.09.1986;;;02.09.2008;10.33;10.33;10.33;18473.00;31663.00;Специалисты и служащие
7 105;Дельта;58006508;Ж;05.11.1984;;;27.11.2008;10.1;12.85;12.85;24393.00;58677.00;Специалисты и служащие
7 106;Дельта;58006509;Ж;03.05.1987;;;17.12.2009;9.04;9.04;9.04;25479.00;71608.00;Специалисты и служащие
7 107;Дельта;58006704;М;27.09.1972;;;24.08.2007;11.36;11.36;11.36;21527.00;72829.00;Специалисты и служащие
7 108;Дельта;58006706;М;05.03.1959;;;25.03.2008;10.77;10.77;10.77;16111.00;58403.00;Рабочие
7 109;Дельта;58006711;М;08.03.1983;;;15.12.2009;9.05;9.05;9.05;21527.00;58875.00;Специалисты и служащие
7 110;Дельта;58007010;М;27.11.1964;;;16.12.2008;10.04;10.04;10.04;23177.00;57946.00;Специалисты и служащие
7 111;Дельта;58007502;М;09.09.1970;;;23.11.2006;12.11;12.11;12.11;17649.00;68039.00;Специалисты и служащие
7 112;Дельта;58007505;М;20.08.1970;;;08.04.2008;10.74;10.74;10.74;17649.00;61917.00;Специалисты и служащие
7 113;Дельта;58007507;М;20.05.1975;;;24.09.2009;9.27;23.5;23.5;25760.00;77879.00;Специалисты и служащие
7 114;Дельта;58008302;Ж;22.11.1978;;;26.01.2007;11.94;11.94;11.94;0.00;55470.00;Специалисты и служащие
7 115;Дельта;58008504;Ж;23.04.1984;;;20.08.2007;11.37;11.37;11.37;19761.00;48727.00;Специалисты и служащие
7 116;Дельта;58008505;Ж;28.05.1979;;;01.12.2008;10.09;10.09;10.09;17156.00;45112.00;Специалисты и служащие
7 117;Дельта;58008601;М;17.10.1973;;;14.01.2008;10.98;10.98;10.98;23959.00;62780.00;Специалисты и служащие
7 118;Дельта;58008605;М;31.08.1987;;;03.07.2008;10.5;10.5;10.5;39000.00;97721.00;Руководители
7 119;Дельта;58008701;Ж;25.05.1964;;;27.10.2008;10.19;10.19;10.19;25000.00;63114.00;Специалисты и служащие
7 120;Дельта;58009024;М;08.09.1960;;;25.09.2002;16.27;24.23;24.23;30720.00;89390.00;Руководители
7 121;Дельта;58009025;М;22.04.1965;;;25.09.2002;16.27;26.38;26.38;21527.00;85259.00;Специалисты и служащие
7 122;Дельта;58009079;Ж;06.02.1986;;;21.07.2008;10.45;10.45;10.45;37298.00;78127.00;Руководители
7 123;Дельта;58021014;М;20.04.1959;;;03.07.2006;12.5;12.5;12.5;33285.00;91011.00;Руководители
7 124;Дельта;58030012;Ж;14.10.1984;;;04.02.2008;10.92;10.92;10.92;0.00;89099.00;Специалисты и служащие
7 125;Дельта;58039011;М;13.03.1973;;;02.03.2009;9.84;9.84;9.84;27384.00;57333.00;Руководители
7 126;Дельта;58043018;М;06.08.1980;;;24.03.2009;9.78;9.78;9.78;16111.00;58850.00;Рабочие
7 127;Дельта;58050010;М;15.04.1984;;;18.09.2006;12.3;12.3;12.3;26955.00;69755.00;Специалисты и служащие
7 128;Дельта;58050012;М;24.10.1983;;;24.09.2009;10.15;10.15;10.15;46105.00;112578.00;Руководители
7 129;Дельта;58050026;М;24.07.1984;срочник;;11.12.2017;11.09;11.09;11.09;154000.00;99616.00;Руководители
7 130;Дельта;58051023;Ж;04.07.1980;;;01.12.2005;13.09;18.14;18.14;37298.00;83140.00;Руководители
7 131;Дельта;58051030;М;16.07.1979;;;16.05.2007;13.09;13.78;13.78;23531.00;59660.00;Руководители
7 132;Дельта;58051038;М;10.08.1965;;;02.06.2006;12.59;26.67;26.67;17649.00;64371.00;Специалисты и служащие
7 133;Дельта;58051040;Ж;18.02.1986;;;30.03.2007;11.77;11.77;11.77;0.00;77484.00;Специалисты и служащие
7 134;Дельта;58052025;М;15.05.1966;;;03.10.2008;10.25;10.25;10.25;17649.00;62175.00;Специалисты и служащие
7 135;Дельта;58053013;М;18.10.1970;;;03.03.2006;12.84;12.84;12.84;17649.00;66125.00;Специалисты и служащие
7 136;Дельта;58053017;М;01.04.1985;;;22.12.2008;10.03;10.03;10.03;29082.00;108562.00;Руководители
7 137;Дельта;58054016;М;05.01.1959;;;21.05.2008;10.62;10.62;10.62;17649.00;59818.00;Специалисты и служащие
7 138;Дельта;58054019;М;17.02.1985;;;17.06.2009;9.54;9.54;9.54;17649.00;59916.00;Специалисты и служащие
7 139;Дельта;58059016;М;19.09.1986;;;04.09.2008;10.33;10.33;10.33;33285.00;90712.00;Руководители
7 140;Дельта;58059017;М;13.06.1985;;;24.09.2008;10.28;10.28;10.28;16111.00;87061.00;Рабочие
7 141;Дельта;58059018;М;06.05.1964;;;22.12.2008;10.03;10.03;10.03;25760.00;73969.00;Специалисты и служащие
7 142;Дельта;58060010;М;05.09.1962;;;14.09.2006;12.3;12.3;12.3;16111.00;64764.00;Рабочие
7 143;Дельта;58061019;Ж;07.05.1971;;;16.06.2008;10.55;12.32;12.32;16111.00;60626.00;Рабочие
7 144;Дельта;58062018;М;02.01.1980;;;16.10.2008;10.22;10.22;10.22;30720.00;67959.00;Руководители
7 145;Дельта;58062019;М;09.10.1984;;;05.11.2008;10.17;13.57;13.57;37298.00;84416.00;Руководители
7 146;Дельта;58062021;М;03.04.1961;;;02.09.2009;9.34;9.34;9.34;25760.00;72334.00;Специалисты и служащие
7 147;Дельта;58063023;М;16.10.1987;;;13.05.2008;10.64;10.64;10.64;17649.00;59011.00;Специалисты и служащие
7 148;Дельта;58063028;М;25.03.1983;;;11.11.2008;10.14;11.58;11.58;25760.00;58296.00;Специалисты и служащие
7 149;Дельта;58063031;М;20.03.1968;;;17.06.2009;9.55;17.61;17.61;33285.00;82428.00;Руководители
7 150;Дельта;58067007;М;19.09.1989;;;03.09.2008;10.33;10.33;10.33;41709.00;98875.00;Руководители
7 151;Дельта;58067014;Ж;13.07.1978;;;29.09.2009;9.26;9.26;9.26;25760.00;111692.00;Специалисты и служащие
7 152;Дельта;58300018;М;11.05.1979;;;01.01.2010;9;19.48;19.48;24997.00;61813.00;Руководители
7 153;Дельта;58300021;М;15.03.1990;;;12.03.2012;7.98;7.98;7.98;16111.00;53801.00;Рабочие
7 154;Дельта;58300031;М;22.12.1985;;;01.01.2010;9.01;9.01;9.01;25760.00;86155.00;Руководители
7 155;Дельта;58300047;М;14.01.1990;;;01.01.2010;9;9.56;9.56;25760.00;60905.00;Руководители
7 156;Дельта;58300059;М;23.12.1958;;;01.01.2010;16.27;25.89;25.89;23531.00;60208.00;Руководители
7 157;Дельта;58300060;М;07.08.1987;;;01.01.2010;12.12;12.12;12.12;23531.00;66099.00;Руководители
7 158;Дельта;58300062;М;06.03.1962;;;01.01.2010;9;13.89;13.89;16111.00;44978.00;Рабочие
7 159;Дельта;58300063;М;09.02.1962;;;01.01.2010;9.01;28.19;28.19;25760.00;66351.00;Руководители
7 160;Дельта;58300064;М;06.08.1975;;;01.01.2010;9.01;17.49;17.49;16111.00;46877.00;Рабочие
7 161;Дельта;58300068;М;12.10.1970;;;01.01.2010;9.01;26.74;26.74;25623.00;68225.00;Специалисты и служащие
7 162;Дельта;58300070;М;08.02.1960;;;01.01.2010;9;36.51;36.51;25760.00;61090.00;Руководители
7 163;Дельта;58300071;М;13.01.1969;;;01.01.2010;9;28.23;28.23;25760.00;59654.00;Руководители
7 164;Дельта;58300074;М;24.03.1981;;;01.01.2010;9.01;11.76;11.76;23531.00;63640.00;Руководители
7 165;Дельта;58300077;М;03.10.1960;;;01.01.2010;16.27;21.75;21.75;23531.00;60551.00;Руководители
7 166;Дельта;58300083;М;03.07.1981;;;01.01.2010;9.01;11.93;11.93;31687.00;81785.00;Руководители
7 167;Дельта;58300084;М;24.10.1958;;;01.01.2010;9;41.18;41.18;26245.00;74911.00;Специалисты и служащие
7 168;Дельта;58300087;М;22.03.1985;;;01.01.2010;9.01;12.48;12.48;21019.00;59397.00;Специалисты и служащие
7 169;Дельта;58300088;М;27.10.1977;;;01.01.2010;11.83;13.46;13.46;21019.00;57508.00;Специалисты и служащие
7 170;Дельта;58300089;М;25.10.1979;;;01.01.2010;16.26;18.21;18.21;18474.00;58997.00;Рабочие
7 171;Дельта;58300090;М;23.12.1968;;;01.01.2010;9;12.71;12.71;23959.00;71487.00;Специалисты и служащие
7 172;Дельта;58300099;Ж;13.06.1977;;;01.01.2010;9.01;20.25;20.25;18223.00;49269.00;Специалисты и служащие
7 173;Дельта;58300100;М;02.07.1983;;;01.01.2010;9.01;9.57;9.57;22859.00;73146.00;Специалисты и служащие
7 174;Дельта;58300101;Ж;06.03.1983;;;01.01.2010;10.83;10.83;10.83;15870.00;47866.00;Специалисты и служащие
7 175;Дельта;58300102;М;10.04.1959;;;01.01.2010;10.62;10.62;10.62;16111.00;51388.00;Рабочие
7 176;Дельта;58300103;М;17.03.1980;;;01.01.2010;10.24;10.24;10.24;21411.00;76960.00;Специалисты и служащие
7 177;Дельта;58300105;Ж;31.10.1964;срочник;;07.11.2018;16.27;16.44;16.44;22833.00;48141.00;Специалисты и служащие
7 178;Дельта;58300108;М;31.10.1987;;;01.01.2010;10.35;11.98;11.98;23177.00;58017.00;Специалисты и служащие
7 179;Дельта;58303758;М;16.09.1987;;;01.02.2010;8.92;8.92;8.92;18141.00;52655.00;Специалисты и служащие
7 180;Дельта;58303763;М;15.01.1984;срочник;;13.07.2017;8.92;8.92;8.92;118000.00;160921.00;Руководители
7 181;Дельта;58303768;М;01.05.1982;;;08.02.2010;8.9;8.9;8.9;22859.00;69100.00;Специалисты и служащие
7 182;Дельта;58303770;Ж;26.08.1986;;;02.02.2010;10.42;10.42;10.42;0.00;37199.00;Специалисты и служащие
7 183;Дельта;58303773;М;05.12.1984;;;10.02.2010;8.9;8.9;8.9;17649.00;60693.00;Специалисты и служащие
7 184;Дельта;58303775;М;26.09.1959;;;01.02.2010;8.92;8.92;8.92;16111.00;41115.00;Рабочие
7 185;Дельта;58303781;М;21.11.1983;;;03.03.2010;8.84;8.84;8.84;17649.00;63064.00;Специалисты и служащие
7 186;Дельта;58303785;М;28.03.1989;;;02.03.2010;8.84;8.84;8.84;16111.00;57530.00;Рабочие
7 187;Дельта;58303786;М;18.09.1978;;;11.03.2010;8.82;8.82;8.82;17649.00;63046.00;Специалисты и служащие
7 188;Дельта;58303788;Ж;11.09.1980;срочник;;30.10.2017;8.17;8.17;8.17;25520.00;41243.00;Специалисты и служащие
7 189;Дельта;58303789;Ж;25.08.1981;;;22.03.2010;8.78;8.78;8.78;14075.00;35481.00;Рабочие
7 190;Дельта;58303793;М;24.01.1987;;;30.03.2010;8.76;8.76;8.76;21411.00;50199.00;Специалисты и служащие
7 191;Дельта;58303795;М;23.02.1985;;;29.03.2010;8.76;8.76;8.76;37298.00;83608.00;Руководители
7 192;Дельта;58303797;М;19.12.1975;;;01.04.2010;8.75;8.75;8.75;17649.00;63136.00;Специалисты и служащие
7 193;Дельта;58303798;М;08.12.1985;;;02.04.2010;8.75;8.75;8.75;17649.00;52500.00;Специалисты и служащие
7 194;Дельта;58303809;М;03.10.1984;;;28.04.2010;8.68;9.1;9.1;17649.00;69406.00;Специалисты и служащие
7 195;Дельта;58303811;Ж;15.10.1977;;;06.05.2010;8.66;17.79;17.79;30183.00;84468.00;Руководители
7 196;Дельта;58303812;М;29.09.1977;;;12.05.2010;8.64;8.64;8.64;17649.00;61410.00;Специалисты и служащие
7 197;Дельта;58303814;Ж;16.09.1967;;;18.05.2010;12.5;16.83;16.83;29618.00;78394.00;Специалисты и служащие
7 198;Дельта;58303816;М;30.06.1969;;;21.05.2010;8.62;14.78;14.78;16111.00;58567.00;Рабочие
7 199;Дельта;58303820;Ж;18.11.1984;;;02.06.2010;8.58;11.69;11.69;20831.00;48648.00;Специалисты и служащие
7 200;Дельта;58303825;М;11.06.1983;;;21.06.2010;8.53;8.53;8.53;16111.00;39566.00;Рабочие
7 201;Дельта;58303845;Ж;25.09.1987;;;01.07.2010;8.75;8.75;8.75;26636.00;69473.00;Специалисты и служащие
7 202;Дельта;58303846;М;27.07.1989;;;07.07.2010;8.49;8.49;8.49;14075.00;49505.00;Рабочие
7 203;Дельта;58303855;М;01.04.1960;;;15.07.2010;8.47;8.47;8.47;18171.00;55700.00;Специалисты и служащие
7 204;Дельта;58303857;М;28.07.1983;;;20.07.2010;10.31;10.31;10.31;30720.00;67820.00;Руководители
7 205;Дельта;58303864;Ж;09.06.1990;;;01.07.2011;7.5;7.5;7.5;18223.00;37474.00;Специалисты и служащие
7 206;Дельта;58303875;М;09.10.1967;;;26.07.2010;8.44;29.18;29.18;25760.00;80332.00;Специалисты и служащие
7 207;Дельта;58303876;М;28.08.1984;;;26.07.2010;8.43;8.43;8.43;19298.00;85525.00;Специалисты и служащие
7 208;Дельта;58303882;М;31.07.1986;;;13.03.2017;6.84;6.84;6.84;24679.00;55014.00;Специалисты и служащие
7 209;Дельта;58303892;Ж;16.06.1967;;;07.09.2010;8.32;12.47;12.47;24811.00;63983.00;Специалисты и служащие
7 210;Дельта;58303893;М;02.05.1984;;;21.09.2010;10.18;11.27;11.27;41709.00;116288.00;Руководители
7 211;Дельта;58303894;Ж;21.09.1986;;;22.09.2010;8.28;8.28;8.28;0.00;58949.00;Специалисты и служащие
7 212;Дельта;58303901;М;04.05.1966;;;25.10.2010;8.19;8.19;8.19;16111.00;58040.00;Рабочие
7 213;Дельта;58303908;М;16.06.1970;;;13.11.2010;8.14;8.14;8.14;14075.00;56629.00;Рабочие
7 214;Дельта;58303911;М;13.06.1968;;;17.11.2010;8.13;30.31;30.31;18474.00;58862.00;Рабочие
7 215;Дельта;58303917;М;06.04.1982;;;22.12.2010;8.03;12.82;12.82;33285.00;92555.00;Руководители
7 216;Дельта;58303919;М;24.09.1990;;;27.12.2010;8.02;8.02;8.02;16111.00;59878.00;Рабочие
7 217;Дельта;58303922;Ж;07.03.1980;;;28.12.2010;8.01;13.03;13.03;21411.00;54363.00;Специалисты и служащие
7 218;Дельта;58303925;М;05.06.1963;;;11.01.2011;7.98;31.15;31.15;24451.00;90129.00;Специалисты и служащие
7 219;Дельта;58303926;Ж;12.05.1989;;;03.02.2014;7.93;7.93;7.93;24674.00;35188.00;Специалисты и служащие
7 220;Дельта;58303929;Ж;03.08.1963;;;01.02.2011;9.46;33.32;33.32;31287.00;98088.00;Специалисты и служащие
7 221;Дельта;58303935;М;08.12.1981;;;01.03.2011;7.84;7.84;7.84;25760.00;104383.00;Специалисты и служащие
7 222;Дельта;58303936;М;27.01.1980;;;01.03.2011;7.84;7.84;7.84;21527.00;85536.00;Специалисты и служащие
