1;2;3;4;5;6;7;8;9;10;11;12;13;14
5 441;Дельта;15000129;М;29.05.1985;;;02.01.2010;9;10.41;10.41;16111.00;33171.00;Рабочие
5 442;Дельта;15000133;М;04.10.1972;;;02.01.2010;10.64;21.06;21.06;25064.00;45432.00;Руководители
5 443;Дельта;15000134;М;24.11.1955;;;19.03.2018;0.79;12.6;12.6;16111.00;38792.00;Рабочие
5 444;Дельта;15000135;М;13.11.1971;;;02.01.2010;9;23.04;23.04;16111.00;37426.00;Рабочие
5 445;Дельта;15000137;М;10.10.1959;;;02.01.2010;16.27;24.24;24.24;21673.00;46371.00;Руководители
5 446;Дельта;15000138;М;06.07.1990;;;02.01.2010;9;10.48;10.48;21673.00;41748.00;Руководители
5 447;Дельта;15000139;М;18.11.1983;;;02.01.2010;9;11.97;11.97;14075.00;32462.00;Рабочие
5 448;Дельта;15000140;М;15.06.1979;;;02.01.2010;9;18.99;18.99;19184.00;43631.00;Специалисты и служащие
5 449;Дельта;15000142;М;14.02.1972;;;02.01.2010;9;20.98;20.98;14075.00;34108.00;Рабочие
5 450;Дельта;15000143;М;26.10.1976;;;02.01.2010;9;22.41;22.41;21673.00;46651.00;Руководители
5 451;Дельта;15000145;М;26.09.1973;;;02.01.2010;9;17.31;17.31;16111.00;38693.00;Рабочие
5 452;Дельта;15000147;М;22.11.1959;;;02.01.2010;21.39;21.39;21.39;16111.00;41078.00;Рабочие
5 453;Дельта;15000149;М;21.04.1965;;;02.01.2010;9;12.76;12.76;16111.00;33845.00;Рабочие
5 454;Дельта;15000151;М;07.05.1984;;;02.01.2010;9;10.22;10.22;21508.00;39401.00;Специалисты и служащие
5 455;Дельта;15000157;М;19.07.1976;;;02.01.2010;9;13.42;13.42;14075.00;32100.00;Рабочие
5 456;Дельта;15000170;М;28.04.1965;;;01.01.2010;9;20.88;20.88;16111.00;34741.00;Рабочие
5 457;Дельта;15000171;М;06.05.1964;;;01.01.2010;9;22.56;22.56;19184.00;41316.00;Специалисты и служащие
5 458;Дельта;15000172;М;14.10.1983;;;01.01.2010;9;9.92;9.92;19184.00;39451.00;Специалисты и служащие
5 459;Дельта;15000173;М;02.09.1979;;;01.01.2010;9;11.84;11.84;21508.00;44560.00;Специалисты и служащие
5 460;Дельта;15000174;М;09.09.1955;;;04.09.2017;1.33;2.24;2.24;21508.00;43654.00;Специалисты и служащие
5 461;Дельта;15000178;М;08.07.1984;;;01.01.2010;12.6;12.6;12.6;21673.00;47356.00;Руководители
5 462;Дельта;15000180;М;26.07.1977;;;01.01.2010;16.28;19.87;19.87;25064.00;41157.00;Специалисты и служащие
5 463;Дельта;15000181;М;03.03.1959;;;01.01.2010;15.93;26.64;26.64;25064.00;53051.00;Руководители
5 464;Дельта;15000183;М;15.12.1975;;;01.01.2010;16.27;23.09;23.09;25064.00;43746.00;Руководители
5 465;Дельта;15000184;М;18.08.1963;;;01.01.2010;14.64;33.3;33.3;16111.00;41373.00;Рабочие
5 466;Дельта;15000185;М;16.07.1962;;;01.01.2010;16.27;21.41;21.41;21673.00;49004.00;Руководители
5 467;Дельта;15000191;Ж;31.05.1965;;;01.01.2010;9;14.7;14.7;19184.00;41792.00;Специалисты и служащие
5 468;Дельта;15000194;М;12.07.1975;;;01.01.2010;9;20.55;20.55;46104.00;93743.00;Руководители
5 469;Дельта;15000195;Ж;26.02.1966;;;01.01.2010;16.27;32.26;32.26;24154.00;43677.00;Специалисты и служащие
5 470;Дельта;15000196;Ж;06.11.1980;;;01.01.2010;9;17.14;17.14;19184.00;40115.00;Специалисты и служащие
5 471;Дельта;15000202;Ж;06.03.1977;;;01.01.2010;9.01;13.59;13.59;24154.00;34285.00;Специалисты и служащие
5 472;Дельта;15000203;Ж;03.01.1968;;;01.01.2010;11.48;13.11;13.11;24154.00;52936.00;Специалисты и служащие
5 473;Дельта;15000210;М;16.03.1956;;;19.03.2018;0.79;11.35;11.35;16111.00;42703.00;Рабочие
5 474;Дельта;15000212;Ж;22.04.1964;;;01.01.2010;16.86;32.3;32.3;21508.00;40634.00;Специалисты и служащие
5 475;Дельта;15000217;М;29.09.1963;;;11.01.2010;8.98;25.9;25.9;14075.00;35776.00;Рабочие
5 476;Дельта;15000219;М;22.02.1986;;;12.01.2010;8.98;8.98;8.98;21508.00;48226.00;Специалисты и служащие
5 477;Дельта;15000220;М;25.01.1981;;;11.01.2010;8.97;8.97;8.97;21000.00;45531.00;Специалисты и служащие
5 478;Дельта;15000221;М;04.01.1975;;;11.01.2010;8.98;13.39;13.39;21673.00;44471.00;Руководители
5 479;Дельта;15000226;М;14.01.1984;;;01.01.2010;9;11.97;11.97;24154.00;59196.00;Специалисты и служащие
5 480;Дельта;15000227;М;23.10.1959;;;01.01.2010;12.09;22.17;22.17;16111.00;40440.00;Рабочие
5 481;Дельта;15000228;М;12.02.1963;;;01.01.2010;9;14.31;14.31;14075.00;31804.00;Рабочие
5 482;Дельта;15000229;М;18.09.1965;;;01.01.2010;9;21.19;21.19;14075.00;31675.00;Рабочие
5 483;Дельта;15000233;М;07.01.1978;;;01.01.2010;9;19.05;19.05;16111.00;40254.00;Рабочие
5 484;Дельта;15000234;М;18.05.1962;;;13.01.2010;8.97;14.6;14.6;14075.00;30500.00;Рабочие
5 485;Дельта;15000236;М;24.02.1960;;;10.01.2010;8.98;11.37;11.37;14075.00;28572.00;Рабочие
5 486;Дельта;15000245;М;25.08.1961;;;01.01.2010;16.27;34.97;34.97;14075.00;32172.00;Рабочие
5 487;Дельта;15000247;М;05.11.1954;;;19.03.2018;0.79;20.13;20.13;14075.00;28062.00;Рабочие
5 488;Дельта;15000248;М;19.08.1958;;;01.01.2010;9;21.48;21.48;14075.00;33769.00;Рабочие
5 489;Дельта;15000250;М;04.01.1987;;;01.01.2010;9.01;9.44;9.44;21508.00;40577.00;Специалисты и служащие
5 490;Дельта;15000264;Ж;15.05.1985;;;01.02.2010;8.92;8.92;8.92;0.00;26952.00;Специалисты и служащие
5 491;Дельта;15000269;М;11.09.1975;;;01.03.2010;8.84;8.84;8.84;21508.00;46152.00;Специалисты и служащие
5 492;Дельта;15000270;М;03.03.1963;;;01.03.2010;8.84;8.84;8.84;21508.00;44865.00;Специалисты и служащие
5 493;Дельта;15000274;М;21.10.1986;;;16.03.2010;8.79;9.44;9.44;33285.00;53298.00;Руководители
5 494;Дельта;15000279;М;24.04.1964;;;19.05.2010;8.62;8.62;8.62;16111.00;39295.00;Рабочие
5 495;Дельта;15000281;М;21.02.1966;;;24.05.2010;8.61;8.61;8.61;16111.00;36567.00;Рабочие
5 496;Дельта;15000282;М;15.10.1974;;;14.09.2015;3.3;3.3;3.3;12319.00;24514.00;Рабочие
5 497;Дельта;15000302;М;14.11.1989;;;05.07.2010;8.49;8.49;8.49;16111.00;31370.00;Рабочие
5 498;Дельта;15000309;М;29.06.1990;;;20.07.2010;8.45;8.45;8.45;12319.00;27604.00;Рабочие
5 499;Дельта;15000311;М;13.09.1987;;;02.08.2010;8.42;10.18;10.18;21508.00;45585.00;Специалисты и служащие
5 500;Дельта;15000315;М;18.07.1983;;;05.10.2010;8.24;9.67;9.67;21487.00;43178.00;Руководители
5 501;Дельта;15000316;М;11.05.1986;;;13.10.2010;8.23;8.23;8.23;24154.00;49577.00;Специалисты и служащие
5 502;Дельта;15000322;Ж;12.04.1973;;;17.01.2011;7.96;7.96;7.96;21508.00;39932.00;Специалисты и служащие
5 503;Дельта;15000324;М;30.04.1958;;;17.01.2011;7.96;7.96;7.96;25876.00;55674.00;Специалисты и служащие
5 504;Дельта;15000326;Ж;28.12.1986;;;01.02.2011;7.92;7.92;7.92;21618.00;50907.00;Специалисты и служащие
5 505;Дельта;15000327;М;26.01.1985;;;01.02.2011;7.92;7.92;7.92;24154.00;50588.00;Специалисты и служащие
5 506;Дельта;15000328;М;07.02.1990;;;01.02.2011;7.93;7.93;7.93;16111.00;35577.00;Рабочие
5 507;Дельта;15000329;М;27.05.1971;;;01.02.2011;7.92;26.42;26.42;16111.00;40800.00;Рабочие
5 508;Дельта;15000332;М;25.07.1979;;;14.03.2011;7.8;7.8;7.8;16111.00;39416.00;Рабочие
5 509;Дельта;15000333;Ж;04.06.1989;;;21.03.2011;7.78;7.78;7.78;21000.00;22768.00;Специалисты и служащие
5 510;Дельта;15000335;Ж;27.04.1979;;;28.03.2011;7.76;7.76;7.76;22851.00;48666.00;Специалисты и служащие
5 511;Дельта;15000336;М;09.10.1990;;;01.04.2011;7.75;7.75;7.75;16193.00;33405.00;Специалисты и служащие
5 512;Дельта;15000338;М;07.01.1980;;;04.04.2011;7.75;7.75;7.75;30475.00;61736.00;Руководители
5 513;Дельта;15000339;М;05.12.1973;;;11.04.2011;7.73;7.73;7.73;16111.00;37360.00;Рабочие
5 514;Дельта;15000341;М;26.12.1956;;;05.07.2018;12.98;24.59;24.59;33285.00;82729.00;Руководители
5 515;Дельта;15000344;Ж;27.08.1961;;;04.09.2017;1.33;31.18;31.18;16193.00;51353.00;Специалисты и служащие
5 516;Дельта;15000345;М;10.02.1966;;;01.04.2011;7.75;7.75;7.75;17648.00;52791.00;Специалисты и служащие
5 517;Дельта;15000347;М;12.02.1955;;;21.11.2017;6.45;14.21;14.21;17648.00;52361.00;Специалисты и служащие
5 518;Дельта;15000349;М;10.04.1976;;;01.04.2011;7.75;7.75;7.75;17648.00;48027.00;Специалисты и служащие
5 519;Дельта;15000350;М;28.12.1976;;;01.04.2011;7.75;7.75;7.75;21673.00;53270.00;Руководители
5 520;Дельта;15000352;М;07.02.1986;;;18.04.2011;7.71;7.71;7.71;21508.00;44669.00;Специалисты и служащие
5 521;Дельта;15000353;М;09.03.1985;;;18.04.2011;7.71;7.71;7.71;32680.00;66797.00;Руководители
5 522;Дельта;15000354;Ж;27.12.1966;;;19.04.2011;7.71;7.71;7.71;25876.00;54960.00;Специалисты и служащие
5 523;Дельта;15000359;М;14.10.1960;;;14.06.2011;7.55;7.55;7.55;14075.00;34192.00;Рабочие
5 524;Дельта;15000360;М;31.12.1985;;;20.06.2011;7.53;7.53;7.53;21508.00;43957.00;Специалисты и служащие
5 525;Дельта;15000368;М;06.09.1989;;;05.07.2011;7.5;7.5;7.5;33783.00;73184.00;Руководители
5 526;Дельта;15000373;М;06.04.1963;;;01.08.2011;7.42;19.19;19.19;21508.00;46592.00;Специалисты и служащие
5 527;Дельта;15000383;М;13.08.1985;;;17.10.2011;7.21;9.33;9.33;25468.00;48898.00;Специалисты и служащие
5 528;Дельта;15000384;М;17.06.1977;;;24.10.2011;7.19;7.19;7.19;16111.00;50333.00;Рабочие
5 529;Дельта;15000386;Ж;05.08.1972;;;01.11.2011;7.17;7.17;7.17;21508.00;40981.00;Специалисты и служащие
5 530;Дельта;15000387;Ж;22.06.1965;;;01.11.2011;7.17;7.17;7.17;16193.00;34355.00;Специалисты и служащие
5 531;Дельта;15000388;М;13.05.1980;;;01.11.2011;7.17;7.17;7.17;21508.00;49856.00;Специалисты и служащие
5 532;Дельта;15000389;М;14.10.1976;;;01.11.2011;7.17;19.19;19.19;21837.00;46775.00;Специалисты и служащие
5 533;Дельта;15000390;М;24.11.1980;;;18.11.2011;7.13;7.13;7.13;19184.00;38134.00;Специалисты и служащие
5 534;Дельта;15000392;М;26.03.1980;;;06.12.2011;7.07;7.07;7.07;21000.00;38801.00;Специалисты и служащие
5 535;Дельта;15000393;М;11.11.1971;;;06.12.2011;7.08;7.08;7.08;21673.00;42654.00;Руководители
5 536;Дельта;15000396;Ж;25.09.1968;;;18.01.2012;6.96;6.96;6.96;21508.00;45869.00;Специалисты и служащие
5 537;Дельта;15000397;Ж;08.12.1984;;;25.01.2012;6.94;6.94;6.94;19184.00;15831.00;Специалисты и служащие
5 538;Дельта;15000399;М;01.04.1972;;;01.02.2012;6.92;6.92;6.92;30475.00;65516.00;Руководители
5 539;Дельта;15000400;Ж;12.06.1983;;;01.02.2012;6.92;6.92;6.92;21508.00;40089.00;Специалисты и служащие
5 540;Дельта;15000402;М;05.07.1991;;;01.02.2012;6.93;6.93;6.93;16111.00;41986.00;Рабочие
5 541;Дельта;15000404;М;07.06.1971;;;01.03.2012;6.84;6.84;6.84;16111.00;40059.00;Рабочие
5 542;Дельта;15000405;М;26.03.1987;;;01.03.2012;6.84;6.84;6.84;12319.00;26043.00;Рабочие
5 543;Дельта;15000406;М;10.04.1983;;;06.03.2012;6.82;6.82;6.82;17648.00;49860.00;Специалисты и служащие
5 544;Дельта;15000409;М;07.04.1971;;;19.03.2012;6.79;6.79;6.79;14075.00;30202.00;Рабочие
5 545;Дельта;15000411;Ж;19.06.1987;;;19.03.2012;6.79;6.79;6.79;0.00;23932.00;Специалисты и служащие
5 546;Дельта;15000413;М;05.03.1988;;;06.04.2012;6.74;6.74;6.74;24154.00;44507.00;Специалисты и служащие
5 547;Дельта;15000419;М;25.11.1990;;;13.06.2012;6.56;6.56;6.56;21508.00;41326.00;Специалисты и служащие
5 548;Дельта;15000420;Ж;27.10.1978;;;14.06.2012;6.55;6.55;6.55;27441.00;44813.00;Специалисты и служащие
5 549;Дельта;15000430;М;18.06.1973;;;18.07.2012;6.46;12.82;12.82;21508.00;44412.00;Специалисты и служащие
5 550;Дельта;15000449;М;10.04.1966;;;12.09.2012;6.31;6.31;6.31;14075.00;31735.00;Рабочие
5 551;Дельта;15000454;М;28.07.1988;;;12.11.2012;6.14;6.42;6.42;21508.00;38990.00;Специалисты и служащие
5 552;Дельта;15000456;М;16.03.1988;;;19.11.2012;6.12;6.12;6.12;12319.00;24459.00;Рабочие
5 553;Дельта;15000457;М;01.03.1989;;;22.11.2012;6.11;6.19;6.19;14075.00;27365.00;Рабочие
5 554;Дельта;15000458;М;23.03.1984;;;18.12.2012;6.04;6.04;6.04;21508.00;44628.00;Специалисты и служащие
5 555;Дельта;15000461;М;27.10.1988;;;14.01.2013;5.97;6.62;6.62;21000.00;52909.00;Специалисты и служащие
5 556;Дельта;15000462;М;06.04.1984;;;17.01.2013;5.96;5.96;5.96;21508.00;40954.00;Специалисты и служащие
5 557;Дельта;15000466;М;23.04.1989;;;18.02.2013;5.88;5.87;5.87;16111.00;33734.00;Рабочие
5 558;Дельта;15000468;М;30.10.1990;;;04.03.2013;5.83;5.83;5.83;16111.00;38050.00;Рабочие
5 559;Дельта;15000469;М;24.01.1983;;;12.03.2013;5.81;5.81;5.81;16111.00;31415.00;Рабочие
5 560;Дельта;15000470;Ж;10.10.1968;;;11.03.2013;5.81;11.47;11.47;16111.00;41164.00;Рабочие
5 561;Дельта;15000471;М;26.07.1968;;;20.03.2013;5.79;5.79;5.79;14075.00;31582.00;Рабочие
5 562;Дельта;15000472;М;19.04.1983;;;28.03.2013;5.77;5.76;5.76;21508.00;33811.00;Специалисты и служащие
5 563;Дельта;15000473;М;01.11.1983;;;29.03.2013;5.76;5.76;5.76;16111.00;35902.00;Рабочие
5 564;Дельта;15000479;М;25.11.1972;;;03.06.2013;5.58;5.58;5.58;16052.00;31126.00;Специалисты и служащие
5 565;Дельта;15000486;М;16.11.1990;;;08.07.2013;5.49;5.49;5.49;16111.00;35570.00;Рабочие
5 566;Дельта;15000487;М;23.06.1980;;;09.07.2013;5.48;7.58;7.58;25064.00;44850.00;Руководители
5 567;Дельта;15000489;М;05.08.1989;;;09.07.2013;5.48;5.48;5.48;14075.00;30181.00;Рабочие
5 568;Дельта;15000491;М;05.01.1989;;;22.07.2013;5.45;7.2;7.2;19184.00;33683.00;Специалисты и служащие
5 569;Дельта;15000500;М;09.09.1987;;;12.09.2013;5.31;5.31;5.31;14075.00;31288.00;Рабочие
5 570;Дельта;15000505;М;15.11.1976;;;04.10.2013;5.25;5.25;5.25;16111.00;35995.00;Рабочие
5 571;Дельта;15000506;М;01.06.1985;;;28.10.2013;5.18;5.18;5.18;24154.00;45015.00;Специалисты и служащие
5 572;Дельта;15000507;Ж;30.05.1985;;;01.11.2013;5.17;8.32;8.32;16193.00;32689.00;Специалисты и служащие
5 573;Дельта;15000509;М;22.01.1994;;;02.11.2015;3.17;3.17;3.17;19184.00;31020.00;Специалисты и служащие
5 574;Дельта;15000512;М;02.05.1982;;;16.12.2013;5.05;5.05;5.05;16111.00;37219.00;Рабочие
5 575;Дельта;15000523;Ж;11.02.1958;;;05.09.2018;0.33;7.99;7.99;19184.00;42840.00;Специалисты и служащие
5 576;Дельта;15000526;Ж;04.10.1989;;;01.05.2014;4.67;8.15;8.15;24596.00;51158.00;Специалисты и служащие
5 577;Дельта;15000528;М;26.11.1976;;;09.06.2014;4.56;4.56;4.56;14075.00;29340.00;Рабочие
5 578;Дельта;15000533;М;03.10.1992;;;14.07.2014;4.47;4.47;4.47;16111.00;28629.00;Рабочие
5 579;Дельта;15000541;М;06.11.1972;;;24.07.2014;4.44;4.44;4.44;16111.00;34547.00;Рабочие
5 580;Дельта;15000543;М;06.03.1993;;;13.08.2014;4.39;4.39;4.39;14075.00;29074.00;Рабочие
5 581;Дельта;15000545;М;12.11.1970;;;04.09.2014;4.33;27.17;27.17;16111.00;41263.00;Рабочие
5 582;Дельта;15000546;М;15.02.1962;;;05.09.2014;4.33;4.33;4.33;16111.00;36345.00;Рабочие
5 583;Дельта;15000548;М;19.02.1981;;;01.10.2014;4.25;5.31;5.31;21508.00;38919.00;Специалисты и служащие
5 584;Дельта;15000555;М;14.02.1982;;;02.12.2014;4.09;4.09;4.09;16111.00;35672.00;Рабочие
5 585;Дельта;15000566;М;07.08.1990;;;02.02.2015;3.92;3.92;3.92;16111.00;26319.00;Рабочие
5 586;Дельта;15000571;М;18.05.1968;;;13.02.2015;3.89;3.89;3.89;14075.00;28335.00;Рабочие
5 587;Дельта;15000572;М;21.07.1968;;;16.02.2015;3.88;12.22;12.22;21508.00;45024.00;Специалисты и служащие
5 588;Дельта;15000573;М;01.07.1991;;;27.03.2015;3.77;3.77;3.77;21837.00;43784.00;Специалисты и служащие
5 589;Дельта;15000575;М;29.04.1970;;;10.04.2015;10.62;22.63;22.63;30351.00;61866.00;Руководители
5 590;Дельта;15000576;М;12.04.1989;;;05.05.2015;3.66;6.49;6.49;16111.00;38413.00;Рабочие
5 591;Дельта;15000578;М;26.07.1989;;;26.05.2015;3.6;3.6;3.6;16111.00;31557.00;Рабочие
5 592;Дельта;15000579;М;27.06.1982;;;01.06.2015;4.32;4.32;4.32;12319.00;24054.00;Рабочие
5 593;Дельта;15000587;М;07.09.1971;;;01.07.2015;3.5;3.5;3.5;16111.00;36582.00;Рабочие
5 594;Дельта;15000590;М;03.08.1993;;;01.10.2015;3.25;3.25;3.25;19184.00;30959.00;Специалисты и служащие
5 595;Дельта;15000592;М;14.06.1990;;;19.10.2015;3.21;3.21;3.21;16111.00;28004.00;Рабочие
5 596;Дельта;15000604;М;02.02.1967;;;09.02.2016;2.89;22.02;22.02;21508.00;47283.00;Специалисты и служащие
5 597;Дельта;15000605;М;20.10.1989;;;08.02.2016;2.9;6.14;6.14;16111.00;22318.00;Рабочие
5 598;Дельта;15000606;М;21.09.1979;;;15.02.2016;2.88;2.88;2.88;16111.00;34087.00;Рабочие
5 599;Дельта;15000608;Ж;03.05.1962;;;11.03.2016;2.81;2.81;2.81;16193.00;30563.00;Специалисты и служащие
5 600;Дельта;15000610;Ж;24.05.1972;;;02.07.2018;0.5;10.64;10.64;18213.00;49013.00;Специалисты и служащие
5 601;Дельта;15000611;М;02.12.1968;;;29.03.2016;2.76;2.76;2.76;16111.00;36706.00;Рабочие
5 602;Дельта;15000612;Ж;17.08.1982;;;09.01.2017;1.99;12.73;12.73;18213.00;27822.00;Специалисты и служащие
5 603;Дельта;15000614;М;15.01.1992;;;05.04.2016;2.74;2.74;2.74;16193.00;29084.00;Специалисты и служащие
5 604;Дельта;15000626;М;08.08.1985;;;07.06.2016;2.57;2.57;2.57;16111.00;34369.00;Рабочие
5 605;Дельта;15000717;М;30.12.1977;;;23.06.2016;2.53;2.53;2.53;14075.00;34163.00;Рабочие
5 606;Дельта;15000721;М;06.05.1994;;;05.07.2016;2.49;2.49;2.49;16111.00;27543.00;Рабочие
5 607;Дельта;15000722;М;25.09.1966;;;08.07.2016;2.49;23.75;23.75;14075.00;49887.00;Рабочие
5 608;Дельта;15000723;М;23.01.1948;;;16.07.2018;9.26;42.02;42.02;24154.00;47791.00;Специалисты и служащие
5 609;Дельта;15000725;М;22.07.1968;;;01.08.2016;2.42;2.42;2.42;17648.00;25762.00;Специалисты и служащие
5 610;Дельта;15000726;М;01.03.1976;;;05.08.2016;2.41;2.41;2.41;16111.00;32301.00;Рабочие
5 611;Дельта;15000727;М;04.04.1982;;;01.08.2016;2.42;2.42;2.42;21837.00;30894.00;Специалисты и служащие
5 612;Дельта;15000728;М;27.08.1992;;;12.08.2016;2.39;2.39;2.39;16111.00;28446.00;Рабочие
5 613;Дельта;15000729;М;25.04.1992;;;12.08.2016;2.39;2.39;2.39;16193.00;29944.00;Специалисты и служащие
5 614;Дельта;15000730;М;17.09.1992;;;15.08.2016;2.38;2.38;2.38;16193.00;29957.00;Специалисты и служащие
5 615;Дельта;15000731;М;21.11.1988;;;11.08.2016;2.39;2.39;2.39;14075.00;26944.00;Рабочие
5 616;Дельта;15000732;М;24.02.1987;;;16.08.2016;2.38;2.38;2.38;24154.00;45303.00;Специалисты и служащие
5 617;Дельта;15000734;Ж;01.12.1990;;;16.08.2016;2.38;2.38;2.38;21618.00;42963.00;Специалисты и служащие
5 618;Дельта;15000735;М;28.09.1993;;;18.08.2016;2.37;5.86;5.86;16193.00;35755.00;Специалисты и служащие
5 619;Дельта;15000736;М;30.10.1990;;;22.08.2016;2.36;2.36;2.36;12319.00;23352.00;Рабочие
5 620;Дельта;15000737;Ж;01.03.1960;;;19.03.2018;14.87;14.87;0.79;16111.00;27707.00;Рабочие
5 621;Дельта;15000738;М;14.05.1976;;;03.10.2016;2.25;16.33;16.33;16111.00;37303.00;Рабочие
5 622;Дельта;15000739;М;29.09.1988;;;10.10.2016;2.23;2.23;2.23;16111.00;25981.00;Рабочие
5 623;Дельта;15000740;М;22.09.1990;;;19.10.2016;2.2;2.2;2.2;16111.00;25059.00;Рабочие
5 624;Дельта;15000741;М;14.08.1981;;;13.10.2016;2.22;5.65;5.65;19184.00;30431.00;Специалисты и служащие
5 625;Дельта;15000742;М;29.03.1987;;;17.10.2016;2.2;3.08;3.08;16111.00;32088.00;Рабочие
5 626;Дельта;15000743;М;25.04.1971;;;26.10.2016;2.19;2.19;2.19;17648.00;32606.00;Специалисты и служащие
5 627;Дельта;15000744;М;02.09.1991;;;18.11.2016;2.13;2.13;2.13;17648.00;37045.00;Специалисты и служащие
5 628;Дельта;15000745;М;19.12.1989;;;17.11.2016;2.13;2.13;2.13;16111.00;29516.00;Рабочие
5 629;Дельта;15000746;М;16.01.1991;;;18.11.2016;2.12;2.12;2.12;12319.00;23400.00;Рабочие
5 630;Дельта;15000747;М;21.07.1989;;;01.12.2016;2.09;5.13;5.13;17648.00;24848.00;Специалисты и служащие
5 631;Дельта;15000760;М;22.04.1994;;;09.01.2017;1.98;1.98;1.98;12319.00;22850.00;Рабочие
5 632;Дельта;15000761;М;12.11.1990;;;09.01.2017;1.98;1.98;1.98;12319.00;21422.00;Рабочие
5 633;Дельта;15000764;М;10.08.1970;;;17.01.2017;1.96;8.73;8.73;16111.00;35013.00;Рабочие
5 634;Дельта;15000765;М;01.07.1972;;;20.01.2017;1.95;1.95;1.95;17648.00;31859.00;Специалисты и служащие
5 635;Дельта;15000766;М;29.10.1982;;;01.02.2017;1.92;1.92;1.92;16111.00;28648.00;Рабочие
5 636;Дельта;15000767;М;21.03.1993;;;01.02.2017;1.92;2.67;2.67;12319.00;23058.00;Рабочие
5 637;Дельта;15000768;М;15.02.1992;;;03.04.2017;1.75;1.75;1.75;30475.00;29872.00;Руководители
5 638;Дельта;15000770;М;27.11.1986;;;06.04.2017;1.74;1.74;1.74;14075.00;24048.00;Рабочие
5 639;Дельта;15000771;М;11.02.1987;;;17.04.2017;1.71;8.16;8.16;12319.00;23428.00;Рабочие
5 640;Дельта;15000773;М;30.07.1987;;;17.04.2017;1.71;1.71;1.71;21000.00;28103.00;Специалисты и служащие
5 641;Дельта;15000774;М;16.06.1992;;;20.04.2017;1.7;1.7;1.7;16111.00;27158.00;Рабочие
5 642;Дельта;15000776;М;24.07.1959;;;02.05.2017;1.67;16.04;16.04;21673.00;39274.00;Руководители
5 643;Дельта;15000778;М;14.06.1988;;;12.05.2017;1.64;6.3;6.3;14075.00;26987.00;Рабочие
5 644;Дельта;15000781;М;09.08.1970;;;05.06.2017;1.58;28.62;28.62;12319.00;24511.00;Рабочие
5 645;Дельта;15000787;М;12.12.1960;;;08.08.2018;0.94;0.94;0.4;21673.00;36401.00;Руководители
5 646;Дельта;15000789;М;09.11.1978;;;13.06.2017;1.55;1.55;1.55;16111.00;21341.00;Рабочие
5 647;Дельта;15000790;Ж;01.03.1992;;;19.06.2017;1.54;2.6;2.6;19184.00;24671.00;Специалисты и служащие
5 648;Дельта;15000793;М;20.03.1987;;;04.07.2017;1.49;1.49;1.49;12319.00;22190.00;Рабочие
5 649;Дельта;15000794;М;24.05.1988;;;03.07.2017;1.5;1.5;1.5;19184.00;35847.00;Специалисты и служащие
5 650;Дельта;15000797;М;29.12.1992;;;31.07.2017;1.42;1.42;1.42;16111.00;22534.00;Рабочие
5 651;Дельта;15000798;М;15.03.1972;;;14.08.2017;1.38;1.38;1.38;12319.00;19992.00;Рабочие
5 652;Дельта;15000799;М;23.08.1976;;;14.08.2017;1.38;11.52;11.52;14075.00;23447.00;Рабочие
5 653;Дельта;15000800;Ж;08.07.1979;;;17.08.2017;1.38;1.38;1.38;16111.00;16958.00;Рабочие
5 654;Дельта;15000801;М;22.03.1991;;;17.08.2017;1.38;1.92;1.92;14075.00;21437.00;Рабочие
5 655;Дельта;15000802;М;30.08.1995;;;12.09.2017;1.31;1.31;1.31;16193.00;24220.00;Специалисты и служащие
5 656;Дельта;15000803;Ж;03.02.1967;;;05.09.2017;1.33;12.38;12.38;21618.00;39070.00;Специалисты и служащие
5 657;Дельта;15000804;М;31.03.1984;;;14.09.2017;1.3;8.96;8.96;16111.00;19049.00;Рабочие
5 658;Дельта;15000806;М;09.10.1994;;;02.10.2017;1.25;1.25;1.25;12319.00;14694.00;Рабочие
5 659;Дельта;15000807;М;21.12.1991;;;02.10.2017;1.25;1.25;1.25;16193.00;25649.00;Специалисты и служащие
5 660;Дельта;15000808;М;17.12.1989;;;12.10.2017;1.22;1.22;1.22;16111.00;14928.00;Рабочие
5 661;Дельта;15000809;М;15.03.1986;;;23.10.2017;1.19;3.07;3.07;12319.00;11198.00;Рабочие
5 662;Дельта;15000811;М;27.12.1982;;;17.11.2017;1.13;1.13;1.13;14075.00;7969.00;Рабочие
5 663;Дельта;15000812;М;20.09.1991;;;01.12.2017;1.09;1.09;1.09;14075.00;24888.00;Рабочие
5 664;Дельта;15000817;М;05.05.1976;;;27.12.2017;1.02;3.56;3.56;16111.00;2190.00;Рабочие
5 665;Дельта;15000818;М;02.10.1991;;;10.01.2018;0.98;1.2;1.2;16111.00;26303.00;Рабочие
5 666;Дельта;15000820;М;27.09.1994;;;15.01.2018;0.96;0.96;0.96;12319.00;22349.00;Рабочие
5 667;Дельта;15000821;М;20.01.1989;;;13.02.2018;3.04;3.04;3.04;16111.00;34756.00;Рабочие
5 668;Дельта;15000822;М;11.03.1972;;;01.03.2018;0.83;18.18;18.18;21673.00;48328.00;Руководители
5 669;Дельта;15000823;М;18.02.1988;;;13.03.2018;0.81;0.8;0.8;12319.00;21633.00;Рабочие
5 670;Дельта;15000824;М;26.07.1975;;;02.04.2018;0.75;0.75;0.75;14075.00;25893.00;Рабочие
